date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:16	1420/1420	---M--	200	added ('OK')	image/png	etag:%2258c-560a9b98b964c%22	http://sil-asia.org/wp-content/uploads/fbrfg/favicon-16x16.png	~/mirrored_project/sil-asia.org/wp-content/uploads/fbrfg/favicon-16x16.png	(from http://sil-asia.org/)
14:46:16	18269/18269	---M--	200	added ('OK')	image/png	etag:%22475d-560a9b98b964c%22	http://sil-asia.org/wp-content/uploads/fbrfg/apple-touch-icon.png	~/mirrored_project/sil-asia.org/wp-content/uploads/fbrfg/apple-touch-icon.png	(from http://sil-asia.org/)
14:46:18	453/453	---M--	200	added ('OK')	application/json	etag:%221c5-560a9b98b964c%22	http://sil-asia.org/wp-content/uploads/fbrfg/manifest.json	~/mirrored_project/sil-asia.org/wp-content/uploads/fbrfg/manifest.json	(from http://sil-asia.org/)
14:46:20	27156/27156	---MC-	200	added ('OK')	application/json	date:Sun,%2022%20Dec%202024%2006:46:12%20GMT	http://sil-asia.org/wp-json/tribe/events/v1/	~/mirrored_project/sil-asia.org/wp-json/tribe/events/v1/index.html	(from http://sil-asia.org/)
14:46:22	15086/15086	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%223aee-560a9b98b964c%22	http://sil-asia.org/wp-content/uploads/fbrfg/favicon.ico	~/mirrored_project/sil-asia.org/wp-content/uploads/fbrfg/favicon.ico	(from http://sil-asia.org/)
14:46:24	113658/113658	---MC-	200	added ('OK')	application/json	date:Sun,%2022%20Dec%202024%2006:46:09%20GMT	http://sil-asia.org/wp-json/	~/mirrored_project/sil-asia.org/wp-json/index.html	(from http://sil-asia.org/)
14:46:28	26642/26642	---M--	200	added ('OK')	image/png	etag:%226812-5768812eb37e0%22	http://sil-asia.org/wp-content/uploads/2018/09/SIL-ASIA-TEXT.png	~/mirrored_project/sil-asia.org/wp-content/uploads/2018/09/SIL-ASIA-TEXT.png	(from http://sil-asia.org/)
14:46:28	39558/39558	---M--	200	added ('OK')	image/png	etag:%229a86-56954a15b9acf%22	http://sil-asia.org/wp-content/uploads/2018/04/rsz_1sil-asia-pin.png	~/mirrored_project/sil-asia.org/wp-content/uploads/2018/04/rsz_1sil-asia-pin.png	(from http://sil-asia.org/)
14:46:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Dec%202024%2006:46:28%20GMT	http://sil-asia.org/teaming	~/mirrored_project/sil-asia.org/teaming.1b.delayed	(from http://sil-asia.org/)
14:46:30	35070/35070	---M--	200	added ('OK')	image/png	etag:%2288fe-57684be08ef35%22	http://sil-asia.org/wp-content/uploads/2018/09/Standards.png	~/mirrored_project/sil-asia.org/wp-content/uploads/2018/09/Standards.png	(from http://sil-asia.org/)
14:46:30	70252/70252	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:28%20GMT	http://sil-asia.org/about/	~/mirrored_project/sil-asia.org/about/index.html	(from http://sil-asia.org/)
14:46:32	64430/64430	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:30%20GMT	http://sil-asia.org/services/	~/mirrored_project/sil-asia.org/services/index.html	(from http://sil-asia.org/)
14:46:32	81230/81230	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:30%20GMT	http://sil-asia.org/lab-experts/	~/mirrored_project/sil-asia.org/lab-experts/index.html	(from http://sil-asia.org/)
14:46:33	43064/43064	---M--	200	added ('OK')	image/png	etag:%22a838-57684f10fd664%22	http://sil-asia.org/wp-content/uploads/2018/09/Interoperability-1.png	~/mirrored_project/sil-asia.org/wp-content/uploads/2018/09/Interoperability-1.png	(from http://sil-asia.org/)
14:46:34	65863/65863	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:32%20GMT	http://sil-asia.org/teaming/	~/mirrored_project/sil-asia.org/teaming/index.html	(from http://sil-asia.org/)
14:46:34	73389/73389	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:32%20GMT	http://sil-asia.org/viet-nam/	~/mirrored_project/sil-asia.org/viet-nam/index.html	(from http://sil-asia.org/)
14:46:36	50394/50394	---M-Z	200	added ('OK')	application/javascript	etag:%22c4da-59826c66408cd-gzip%22	http://sil-asia.org/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/assets/js/companion.bundle.min.js?ver=1.6.110	~/mirrored_project/sil-asia.org/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/assets/js/companion.bundle.minaf6d.js	(from http://sil-asia.org/)
14:46:36	23513/23513	---M-Z	200	added ('OK')	application/javascript	etag:%225bd9-59c2e6c727769-gzip%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/js/cv.js?ver=2.3.0	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/js/cva1ec.js	(from http://sil-asia.org/)
14:46:36	64700/64700	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:34%20GMT	http://sil-asia.org/trainings/	~/mirrored_project/sil-asia.org/trainings/index.html	(from http://sil-asia.org/)
14:46:37	8113/8113	---M-Z	200	added ('OK')	application/javascript	etag:%221fb1-5886e2113b3c1-gzip%22	http://sil-asia.org/wp-includes/js/imagesloaded.min.js?ver=3.2.0	~/mirrored_project/sil-asia.org/wp-includes/js/imagesloaded.min55a0.js	(from http://sil-asia.org/)
14:46:37	65851/65851	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:34%20GMT	http://sil-asia.org/philippines/	~/mirrored_project/sil-asia.org/philippines/index.html	(from http://sil-asia.org/)
14:46:38	64640/64640	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:36%20GMT	http://sil-asia.org/ihe/	~/mirrored_project/sil-asia.org/ihe/index.html	(from http://sil-asia.org/)
14:46:38	65142/65142	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:36%20GMT	http://sil-asia.org/fhir-2/	~/mirrored_project/sil-asia.org/fhir-2/index.html	(from http://sil-asia.org/)
14:46:39	64835/64835	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:37%20GMT	http://sil-asia.org/healthcare-blockchain/	~/mirrored_project/sil-asia.org/healthcare-blockchain/index.html	(from http://sil-asia.org/)
14:46:40	28953/28953	---M-Z	200	added ('OK')	application/javascript	etag:%227119-5886e2112f073-gzip%22	http://sil-asia.org/wp-includes/js/masonry.min.js?ver=3.3.2	~/mirrored_project/sil-asia.org/wp-includes/js/masonry.mind617.js	(from http://sil-asia.org/)
14:46:40	64182/64182	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:38%20GMT	http://sil-asia.org/digital-health-terminology-guide/	~/mirrored_project/sil-asia.org/digital-health-terminology-guide/index.html	(from http://sil-asia.org/)
14:46:40	68499/68499	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:38%20GMT	http://sil-asia.org/tooling/	~/mirrored_project/sil-asia.org/tooling/index.html	(from http://sil-asia.org/)
14:46:42	63838/63838	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:40%20GMT	http://sil-asia.org/costing-tool/	~/mirrored_project/sil-asia.org/costing-tool/index.html	(from http://sil-asia.org/)
14:46:44	65425/65425	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:40%20GMT	http://sil-asia.org/digital-health-investment-guidance/	~/mirrored_project/sil-asia.org/digital-health-investment-guidance/index.html	(from http://sil-asia.org/)
14:46:45	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-59826c57b7fd1-gzip%22	http://sil-asia.org/wp-includes/js/wp-embed.min.js?ver=5.3.2	~/mirrored_project/sil-asia.org/wp-includes/js/wp-embed.min9dff.js	(from http://sil-asia.org/)
14:46:45	68246/68246	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:40%20GMT	http://sil-asia.org/digital-health-impact-framework-user-manual/	~/mirrored_project/sil-asia.org/digital-health-impact-framework-user-manual/index.html	(from http://sil-asia.org/)
14:46:46	64619/64619	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:44%20GMT	http://sil-asia.org/health-information-governance-architecture-framework/	~/mirrored_project/sil-asia.org/health-information-governance-architecture-framework/index.html	(from http://sil-asia.org/)
14:46:46	133060/133060	---M-Z	200	added ('OK')	application/javascript	etag:%22207c4-590b01e9b47dd-gzip%22	http://sil-asia.org/wp-content/themes/mesmerize-pro/pro/assets/js/theme.bundle.min.js?ver=1.6.106	~/mirrored_project/sil-asia.org/wp-content/themes/mesmerize-pro/pro/assets/js/theme.bundle.min25c1.js	(from http://sil-asia.org/)
14:46:46	64583/64583	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:45%20GMT	http://sil-asia.org/health-enterprise-architecture-framework/	~/mirrored_project/sil-asia.org/health-enterprise-architecture-framework/index.html	(from http://sil-asia.org/)
14:46:48	66969/66969	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:46%20GMT	http://sil-asia.org/lab-assets/	~/mirrored_project/sil-asia.org/lab-assets/index.html	(from http://sil-asia.org/)
14:46:48	62574/62574	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:46%20GMT	http://sil-asia.org/cloud-set-up/	~/mirrored_project/sil-asia.org/cloud-set-up/index.html	(from http://sil-asia.org/)
14:46:48	60743/60743	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:46%20GMT	http://sil-asia.org/fhir-server/	~/mirrored_project/sil-asia.org/fhir-server/index.html	(from http://sil-asia.org/)
14:46:50	7987/7987	---M-Z	200	added ('OK')	application/javascript	etag:%221f33-59826c57c0205-gzip%22	http://sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	~/mirrored_project/sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://sil-asia.org/)
14:46:50	63943/63943	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:48%20GMT	http://sil-asia.org/sil-asia-ontoserver/	~/mirrored_project/sil-asia.org/sil-asia-ontoserver/index.html	(from http://sil-asia.org/)
14:46:50	66390/66390	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:48%20GMT	http://sil-asia.org/testing/	~/mirrored_project/sil-asia.org/testing/index.html	(from http://sil-asia.org/)
14:46:52	99133/99133	---M-Z	200	added ('OK')	application/javascript	etag:%221833d-59826c57c0205-gzip%22	http://sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	~/mirrored_project/sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://sil-asia.org/)
14:46:52	353/353	---M-Z	200	added ('OK')	application/javascript	etag:%22161-57cddf981d2c4-gzip%22	http://sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.26.0-0	~/mirrored_project/sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-node-contains.minef84.js	(from http://sil-asia.org/)
14:46:52	87142/87142	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:50%20GMT	http://sil-asia.org/events/	~/mirrored_project/sil-asia.org/events/index.html	(from http://sil-asia.org/)
14:46:52	71579/71579	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:50%20GMT	http://sil-asia.org/category/news/	~/mirrored_project/sil-asia.org/category/news/index.html	(from http://sil-asia.org/)
14:46:54	7165/7165	---M-Z	200	added ('OK')	application/javascript	etag:%221bfd-5886e211372a7-gzip%22	http://sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	~/mirrored_project/sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://sil-asia.org/)
14:46:54	71908/71908	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:53%20GMT	http://sil-asia.org/category/2018/	~/mirrored_project/sil-asia.org/category/2018/index.html	(from http://sil-asia.org/)
14:46:54	66299/66299	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:52%20GMT	http://sil-asia.org/category/2019/	~/mirrored_project/sil-asia.org/category/2019/index.html	(from http://sil-asia.org/)
14:46:54	71469/71469	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:52%20GMT	http://sil-asia.org/category/2020/	~/mirrored_project/sil-asia.org/category/2020/index.html	(from http://sil-asia.org/)
14:46:56	417/417	---M-Z	200	added ('OK')	application/javascript	etag:%221a1-57cddf981d2c4-gzip%22	http://sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	~/mirrored_project/sil-asia.org/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://sil-asia.org/)
14:46:56	71209/71209	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:54%20GMT	http://sil-asia.org/category/2021/	~/mirrored_project/sil-asia.org/category/2021/index.html	(from http://sil-asia.org/)
14:46:56	70521/70521	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:54%20GMT	http://sil-asia.org/category/blog/	~/mirrored_project/sil-asia.org/category/blog/index.html	(from http://sil-asia.org/)
14:46:56	76636/76636	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:54%20GMT	http://sil-asia.org/knowledge-materials/	~/mirrored_project/sil-asia.org/knowledge-materials/index.html	(from http://sil-asia.org/)
14:46:58	1163/1163	---M-Z	200	added ('OK')	application/javascript	etag:%2248b-59826c57c361a-gzip%22	http://sil-asia.org/wp-includes/js/dist/dom-ready.min.js?ver=2.5.1	~/mirrored_project/sil-asia.org/wp-includes/js/dist/dom-ready.min9776.js	(from http://sil-asia.org/)
14:46:58	68320/68320	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2006:46:56%20GMT	http://sil-asia.org/videos/	~/mirrored_project/sil-asia.org/videos/index.html	(from http://sil-asia.org/)
14:46:58	2236/2236	---M-Z	200	added ('OK')	application/javascript	etag:%228bc-59826c57c361a-gzip%22	http://sil-asia.org/wp-includes/js/dist/a11y.min.js?ver=2.5.1	~/mirrored_project/sil-asia.org/wp-includes/js/dist/a11y.min9776.js	(from http://sil-asia.org/)
14:46:59	4429/4429	---M-Z	200	added ('OK')	application/javascript	etag:%22114d-59826c57b8cd6-gzip%22	http://sil-asia.org/wp-includes/js/wp-custom-header.min.js?ver=5.3.2	~/mirrored_project/sil-asia.org/wp-includes/js/wp-custom-header.min9dff.js	(from http://sil-asia.org/)
14:47:00	2262/2262	---M-Z	200	added ('OK')	application/javascript	etag:%228d6-590b01e9c3f40-gzip%22	http://sil-asia.org/wp-content/themes/mesmerize-pro/assets/js/video-bg.js?ver=5.3.2	~/mirrored_project/sil-asia.org/wp-content/themes/mesmerize-pro/assets/js/video-bg9dff.js	(from http://sil-asia.org/)
14:47:06	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.eot	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.eot	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:08	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.woff2	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.html	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:08	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.eot?	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:10	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%225b18-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.woff	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.woff	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:14	41280/41280	---M--	200	added ('OK')	application/font-sfnt	etag:%22a140-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.ttf	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.ttf	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:14	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%22f5cf-59c2e6c727769%22	http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.svg	~/mirrored_project/sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/fonts/glyphicons-halflings-regular.svg	(from http://sil-asia.org/wp-content/plugins/content-views-query-and-display-post-page/public/assets/css/cv.css?ver=2.3.0)
14:47:16	2632/2632	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a48-59826ca29d402%22	http://sil-asia.org/wp-content/plugins/tablepress/css/tablepress.eot	~/mirrored_project/sil-asia.org/wp-content/plugins/tablepress/css/tablepress.eot	(from http://sil-asia.org/wp-content/plugins/tablepress/css/default.min.css?ver=1.10)
14:47:16	2632/2632	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a48-59826ca29d402%22	http://sil-asia.org/wp-content/plugins/tablepress/css/tablepress.eot?	~/mirrored_project/sil-asia.org/wp-content/plugins/tablepress/css/tablepressd41d.eot	(from http://sil-asia.org/wp-content/plugins/tablepress/css/default.min.css?ver=1.10)
14:47:22	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-590b01e9c323a%22	http://sil-asia.org/wp-content/themes/mesmerize-pro/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	~/mirrored_project/sil-asia.org/wp-content/themes/mesmerize-pro/assets/fonts/fontawesome-webfont3e6e.html	(from http://sil-asia.org/wp-content/themes/mesmerize-pro/pro/assets/css/theme.bundle.min.css?ver=1.6.106)
14:47:42	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-590b01e9c323a%22	http://sil-asia.org/wp-content/themes/mesmerize-pro/assets/fonts/fontawesome-webfont.woff?v=4.7.0	~/mirrored_project/sil-asia.org/wp-content/themes/mesmerize-pro/assets/fonts/fontawesome-webfont3e6e.woff	(from http://sil-asia.org/wp-content/themes/mesmerize-pro/pro/assets/css/theme.bundle.min.css?ver=1.6.106)
